source,	target,	weight
alabama	nederland	5
germany	nederland	4
georgia	nederland	5
alabama	germany	3
germany	mississippi	1
germany	texas	2
algeciras,cadiz,andalucia,espana,europe	france	5
algeciras,cadiz,andalucia,espana,europe	tennessee	1
algeciras,cadiz,andalucia,espana,europe	austria	1
algeciras,cadiz,andalucia,espana,europe	prussia	1
bordeaux,gironde,aquitaine,france,europe	solferino,mantova,lombardia,italia,europe	1
africa	solferino,mantova,lombardia,italia,europe	1
africa	bordeaux,gironde,aquitaine,france,europe	1
military	tennessee	23
arkansas	military	2
military	missouri	4
cordoba,cordoba,andalucia,espana,europe	tennessee	4
cordoba,cordoba,andalucia,espana,europe	kentucky	2
cordoba,cordoba,andalucia,espana,europe	missouri	2
africa,	madrid,madrid,madrid,espana,europe	3
africa,	cordoba,cordoba,andalucia,espana,europe	1
cordoba,cordoba,andalucia,espana,europe	madrid,madrid,madrid,espana,europe	1
bharat	cordoba,cordoba,andalucia,espana,europe	1
cordoba,cordoba,andalucia,espana,europe	espana	2
cordoba,cordoba,andalucia,espana,europe	france	2
keitsville	missouri	1
office	virginia	14
,	mcadamized	1
hampshire	mcadamized	1
osterreich,europe	portugal	1
corsica	osterreich,europe	1
espana	osterreich,europe	4
corsica	portugal	1
danmark	portugal	4
corsica	turkiye	2
corsica	danmark	1
corsica	espana	4
ericsson	europe,	1
ericsson	unionist	1
ericsson	maryland	1
ericsson	missouri	1
ericsson	kentucky	1
ericsson	tennessee	1
missouri	unionist	3
arkansas	ericsson	4
ericsson	ericsson	1
eire	torino,torino,piemonte,italia,europe	3
mexico	torino,torino,piemonte,italia,europe	1
mexico	rossiya	7
germany	mexico	2
nederland	sardegna	1
pirna,dresden,sachsen,deutschland,europe	prussia	14
prussia	regensburg,oberpfalz,bayern,deutschland,europe	7
prussia	silesia	14
leuthen,dolnoslaskie,polska,europe	prussia	7
prussia	sarbinowo,zachodniopomorskie,polska,europe	7
austria	pirna,dresden,sachsen,deutschland,europe	6
austria	regensburg,oberpfalz,bayern,deutschland,europe	3
austria	silesia	6
austria	leuthen,dolnoslaskie,polska,europe	3
austria	sarbinowo,zachodniopomorskie,polska,europe	3
rossiya	saxony	5
hannover	rossiya	1
pirna,dresden,sachsen,deutschland,europe	rossiya	2
regensburg,oberpfalz,bayern,deutschland,europe	rossiya	2
rossiya	silesia	2
leuthen,dolnoslaskie,polska,europe	rossiya	1
rossiya	sarbinowo,zachodniopomorskie,polska,europe	1
france	saxony	20
france	pirna,dresden,sachsen,deutschland,europe	6
france	regensburg,oberpfalz,bayern,deutschland,europe	4
france	silesia	6
france	leuthen,dolnoslaskie,polska,europe	3
france	sarbinowo,zachodniopomorskie,polska,europe	3
saxony	sverige	5
hannover	sverige	1
pirna,dresden,sachsen,deutschland,europe	sverige	2
regensburg,oberpfalz,bayern,deutschland,europe	sverige	1
silesia	sverige	2
leuthen,dolnoslaskie,polska,europe	sverige	1
sarbinowo,zachodniopomorskie,polska,europe	sverige	1
espana	saxony	9
saxony	saxony	3
pirna,dresden,sachsen,deutschland,europe	saxony	6
regensburg,oberpfalz,bayern,deutschland,europe	saxony	3
polska	saxony	4
saxony	silesia	6
leuthen,dolnoslaskie,polska,europe	saxony	3
sarbinowo,zachodniopomorskie,polska,europe	saxony	3
hannover	pirna,dresden,sachsen,deutschland,europe	2
hannover	regensburg,oberpfalz,bayern,deutschland,europe	1
hannover	polska	1
hannover	silesia	2
hannover	leuthen,dolnoslaskie,polska,europe	1
hannover	sarbinowo,zachodniopomorskie,polska,europe	1
espana	pirna,dresden,sachsen,deutschland,europe	2
espana	regensburg,oberpfalz,bayern,deutschland,europe	2
espana	silesia	2
espana	leuthen,dolnoslaskie,polska,europe	1
espana	sarbinowo,zachodniopomorskie,polska,europe	1
pirna,dresden,sachsen,deutschland,europe	pirna,dresden,sachsen,deutschland,europe	1
pirna,dresden,sachsen,deutschland,europe	regensburg,oberpfalz,bayern,deutschland,europe	2
pirna,dresden,sachsen,deutschland,europe	polska	2
pirna,dresden,sachsen,deutschland,europe	silesia	4
leuthen,dolnoslaskie,polska,europe	pirna,dresden,sachsen,deutschland,europe	2
pirna,dresden,sachsen,deutschland,europe	sarbinowo,zachodniopomorskie,polska,europe	2
polska	regensburg,oberpfalz,bayern,deutschland,europe	1
regensburg,oberpfalz,bayern,deutschland,europe	silesia	2
leuthen,dolnoslaskie,polska,europe	regensburg,oberpfalz,bayern,deutschland,europe	1
regensburg,oberpfalz,bayern,deutschland,europe	sarbinowo,zachodniopomorskie,polska,europe	1
polska	silesia	2
leuthen,dolnoslaskie,polska,europe	polska	1
polska	sarbinowo,zachodniopomorskie,polska,europe	1
leuthen,dolnoslaskie,polska,europe	silesia	4
silesia	silesia	2
sarbinowo,zachodniopomorskie,polska,europe	silesia	2
leuthen,dolnoslaskie,polska,europe	sarbinowo,zachodniopomorskie,polska,europe	1
argentina	bharat	1
california	parras	4
parras	virginia	1
mexico	parras	1
alabama	sicilia	6
sicilia	tennessee	2
mississippi	sicilia	1
arkansas	sicilia	2
missouri	sicilia	2
sicilia	texas	3
arkansas	europe	5
arizona	europe	1
arizona	bharat	2
europe	osterreich,europe	1
france	otranto,lecce,puglia,italia,europe	4
bharat	texan	1
corsica	europe,	7
corsica	scotland	4
corsica	switzerland	1
austria	corsica	2
corsica	rossiya	1
corsica	prussia	3
prussia	scotland	4
illinois	nederland	1
ellas,europe	istanbul,istanbul,marmara,turkiye,asia	4
cramond	scotland	2
genova,genova,liguria,italia,europe	italian	3
ellas	genova,genova,liguria,italia,europe	6
genova,genova,liguria,italia,europe	prussia	5
genova,genova,liguria,italia,europe	madrid,madrid,madrid,espana,europe	2
ellas	italian	4
italian	madrid,madrid,madrid,espana,europe	2
ellas	madrid,madrid,madrid,espana,europe	2
arkansas	woodstoes	2
missouri	woodstoes	1
,	woodstoes	1
georgia	hon	2
liberia,africa	massachusetts	40
illinois	liberia,africa	13
europe	wales	1
italia	wales	1
rossiya	wales	1
alabama	wales	2
florida	wales	2
mcminville	tennessee	3
mcminville	mississippi	4
alabama	mcminville	3
arkansas	mcminville	1
,	mcminville	1
mcminville	ohio	1
mcminville	missouri	1
kentucky	mcminville	1
bharat	eggmuhl,oberpfalz,bayern,deutschland,europe	1
eggmuhl,oberpfalz,bayern,deutschland,europe	espana	9
eggmuhl,oberpfalz,bayern,deutschland,europe	osterreich,europe	1
bayern	eggmuhl,oberpfalz,bayern,deutschland,europe	1
eggmuhl,oberpfalz,bayern,deutschland,europe	prussia	1
bayern	osterreich,europe	2
bruxelles,bruxelles,belgie,europe	madrid,madrid,madrid,espana,europe	1
bruxelles,bruxelles,belgie,europe	georgia	3
hrvatska	italia	1
srbija	torino,torino,piemonte,italia,europe	1
hrvatska	torino,torino,piemonte,italia,europe	1
srbija	turkiye	1
hrvatska	turkiye	1
hrvatska	srbija	1
breadstuffs	srbija	1
,	srbija	1
breadstuffs	hrvatska	1
,	hrvatska	1
,	breadstuffs	1
maryland	suriyah	1
bey	kentucky	1
bey	europe,	1
eire	malta	5
istanbul,istanbul,marmara,turkiye,asia	minnesota	1
california	istanbul,istanbul,marmara,turkiye,asia	1
istanbul,istanbul,marmara,turkiye,asia	massachusetts	1
istanbul,istanbul,marmara,turkiye,asia	michigan	1
istanbul,istanbul,marmara,turkiye,asia	ohio	1
istanbul,istanbul,marmara,turkiye,asia	pennsylvania	1
indiana	istanbul,istanbul,marmara,turkiye,asia	1
ira	kentucky	1
ira	tennessee	1
ira	missouri	1
colorado	ira	3
austria	rivoli,torino,piemonte,italia,europe	2
rivoli,torino,piemonte,italia,europe	rossiya	2
italia	rivoli,torino,piemonte,italia,europe	2
rivoli,torino,piemonte,italia,europe	rivoli,torino,piemonte,italia,europe	1
portugal	rivoli,torino,piemonte,italia,europe	2
normandie,france,europe	rossiya	3
europe,	zaragoza,zaragoza,aragon,espana,europe	9
espana	zaragoza,zaragoza,aragon,espana,europe	36
madrid,madrid,madrid,espana,europe	zaragoza,zaragoza,aragon,espana,europe	15
zaragoza,zaragoza,aragon,espana,europe	zaragoza,zaragoza,aragon,espana,europe	10
liberia,africa	vermont	17
vermont	zhonghua	6
connecticut	liberia,africa	4
connecticut	zhonghua	5
massachusetts	zhonghua	23
liberia,africa	turkiye	5
turkiye	wisconsin	3
palermo,palermo,sicilia,italia,europe	yankees	3
bermuda	yankees	7
palermo,palermo,sicilia,italia,europe	tennessee	3
bermuda	palermo,palermo,sicilia,italia,europe	3
alabama	palermo,palermo,sicilia,italia,europe	6
arizona	nevada	3
espana	nevada	1
wyoming	wyoming	1
michigan	polska	1
teutonic	yankees	3
espana	teren	1
cordoba,cordoba,andalucia,espana,europe	teren	1
europe,	mais	2
kentucky	mais	1
mais	tennessee	2
france	mais	1
brasil	canada	1
asia	brasil	1
brasil	scotland	1
brasil	corsica	1
brasil	genova,genova,liguria,italia,europe	1
scotland	turkiye	1
asia	canada	2
canada	scotland	2
canada	corsica	1
canada	genova,genova,liguria,italia,europe	1
asia	corsica	1
asia	genova,genova,liguria,italia,europe	1
genova,genova,liguria,italia,europe	scotland	2
corsica	genova,genova,liguria,italia,europe	2
arizona	yankees	6
europe,	lorient,morbihan,bretagne,france,europe	3
borneo	europe,	6
lorient,morbihan,bretagne,france,europe	malta	2
malta	solferino,mantova,lombardia,italia,europe	2
malta	ohio	2
borneo	malta	4
,	lorient,morbihan,bretagne,france,europe	3
,	solferino,mantova,lombardia,italia,europe	3
,	borneo	6
lorient,morbihan,bretagne,france,europe	solferino,mantova,lombardia,italia,europe	1
lorient,morbihan,bretagne,france,europe	nihon	2
lorient,morbihan,bretagne,france,europe	ohio	1
illinois	lorient,morbihan,bretagne,france,europe	1
borneo	lorient,morbihan,bretagne,france,europe	2
nihon	solferino,mantova,lombardia,italia,europe	2
ohio	solferino,mantova,lombardia,italia,europe	1
illinois	solferino,mantova,lombardia,italia,europe	1
borneo	solferino,mantova,lombardia,italia,europe	2
borneo	nihon	4
borneo	ohio	2
borneo	illinois	2
borneo	borneo	1
mississippi	tuscum	1
tuscum	yankees	1
germany	ohio	1
georgia	polska	4
alabama	madrid,madrid,madrid,espana,europe	4
bharat	nederland	1
donau,europe	osterreich,europe	1
austria	donau,europe	3
donau,europe	rossiya	1
donau,europe	france	2
bayern	donau,europe	1
bermuda	maryland	22
ida	portugal	1
maryland	md	2
bruxelles,bruxelles,belgie,europe	phila	1
europe,	phila	1
maryland	phila	3
phila	wisconsin	1
phila	suomi	1
massachusetts	phila	1
bruxelles,bruxelles,belgie,europe	wisconsin	3
bruxelles,bruxelles,belgie,europe	suomi	1
europe,	suomi	1
maryland	suomi	3
suomi	wisconsin	1
massachusetts	suomi	1
montes,ourense,galicia,espana,europe	tennessee	1
louisiana	sweat	1
mississippi	sweat	1
alabama	sweat	1
europe	nicaragua	6
africa,	nicaragua	8
granada	nicaragua	24
guatemala	nicaragua	7
europe,	granada	4
espana	granada	8
espana	guatemala	2
europe	madrid,madrid,madrid,espana,europe	2
granada	madrid,madrid,madrid,espana,europe	8
guatemala	madrid,madrid,madrid,espana,europe	2
,	granada	4
granada	rossiya	12
guatemala	rossiya	5
granada	magyarorszag	4
guatemala	magyarorszag	1
honduras	magyarorszag	1
africa,	europe	1
europe	granada	4
europe	guatemala	1
europe	honduras	1
africa,	granada	4
africa,	guatemala	1
africa,	honduras	3
granada	granada	6
granada	guatemala	4
granada	honduras	4
georgia	granada	4
guatemala	honduras	2
georgia	guatemala	1
bruxelles,bruxelles,belgie,europe	nihon	1
modena	nihon	1
bruxelles,bruxelles,belgie,europe	modena	1
bharat	bruxelles,bruxelles,belgie,europe	4
bharat	modena	1
ese	yankees	3
ese	virginia	3
ese	georgia	1
maryland	state	9
mississippi	state	1
oklahoma	zhonghua	1
alabama	eggmuhl,oberpfalz,bayern,deutschland,europe	2
eggmuhl,oberpfalz,bayern,deutschland,europe	tennessee	1
,	eggmuhl,oberpfalz,bayern,deutschland,europe	2
eggmuhl,oberpfalz,bayern,deutschland,europe	kentucky	1
eggmuhl,oberpfalz,bayern,deutschland,europe	mississippi	1
eggmuhl,oberpfalz,bayern,deutschland,europe	maryland	1
europe	mexico	2
bordeaux,gironde,aquitaine,france,europe	valencia,valencia,valencia,espana,europe	1
bordeaux,gironde,aquitaine,france,europe	espana	1
,	magon	1
hannover	magyarorszag	7
africa	sicilia	1
espana	solferino,mantova,lombardia,italia,europe	3
hobart,tasmania,australia,oceania	tasmania	2
hobart,tasmania,australia,oceania	hobart,tasmania,australia,oceania	1
bordeaux,gironde,aquitaine,france,europe	louisiana	5
bordeaux,gironde,aquitaine,france,europe	yankees	1
prom	virginia	1
alps	osterreich,europe	1
osterreich,europe	venezia,venezia,veneto,italia,europe	1
alps	venezia,venezia,veneto,italia,europe	1
fines	ira	1
,	yucatan	1
fines	massachusetts	1
fines	maryland	2
colorado	fines	1
fines	illinois	1
espana	fines	1
fines	venezuela	1
fines	maine	1
europe,	fines	1
colorado	venezuela	1
maine	venezuela	1
bahamas	san	1
alabama	ganus	1
ins	virginia	9
bermuda	donegal,donegal,ulster,eire,europe	2
donegal,donegal,ulster,eire,europe	europe,	1
bharat	kassel	2
europe,	kassel	11
france	kassel	3
kassel	rossiya	1
,	kassel	1
italia	kassel	1
austria	kassel	1
kassel	venezia,venezia,veneto,italia,europe	1
kassel	torino,torino,piemonte,italia,europe	1
kassel	napoli,napoli,campania,italia,europe	7
auvergne,france,europe	france	6
algeria	misr,africa	1
algeria	bruxelles,bruxelles,belgie,europe	2
algeria	auvergne,france,europe	1
bordeaux,gironde,aquitaine,france,europe	misr,africa	1
bordeaux,gironde,aquitaine,france,europe	bruxelles,bruxelles,belgie,europe	1
auvergne,france,europe	bordeaux,gironde,aquitaine,france,europe	1
bruxelles,bruxelles,belgie,europe	misr,africa	1
auvergne,france,europe	misr,africa	1
auvergne,france,europe	bruxelles,bruxelles,belgie,europe	1
espana	pyrenees	29
aranjuez,madrid,madrid,espana,europe	espana	13
france	pyrenees	9
aranjuez,madrid,madrid,espana,europe	france	6
france	zaragoza,zaragoza,aragon,espana,europe	8
europe,	pyrenees	6
aranjuez,madrid,madrid,espana,europe	europe,	2
madrid,madrid,madrid,espana,europe	pyrenees	13
aranjuez,madrid,madrid,espana,europe	madrid,madrid,madrid,espana,europe	9
madrid,madrid,madrid,espana,europe	valencia,valencia,valencia,espana,europe	9
barcelona,barcelona,cataluna,espana,europe	portugal	3
portugal	pyrenees	6
aranjuez,madrid,madrid,espana,europe	portugal	3
portugal	zaragoza,zaragoza,aragon,espana,europe	6
portugal	valencia,valencia,valencia,espana,europe	3
barcelona,barcelona,cataluna,espana,europe	pyrenees	1
aranjuez,madrid,madrid,espana,europe	barcelona,barcelona,cataluna,espana,europe	1
barcelona,barcelona,cataluna,espana,europe	zaragoza,zaragoza,aragon,espana,europe	1
barcelona,barcelona,cataluna,espana,europe	valencia,valencia,valencia,espana,europe	1
aranjuez,madrid,madrid,espana,europe	pyrenees	1
pyrenees	zaragoza,zaragoza,aragon,espana,europe	2
pyrenees	valencia,valencia,valencia,espana,europe	1
aranjuez,madrid,madrid,espana,europe	zaragoza,zaragoza,aragon,espana,europe	1
aranjuez,madrid,madrid,espana,europe	valencia,valencia,valencia,espana,europe	1
valencia,valencia,valencia,espana,europe	zaragoza,zaragoza,aragon,espana,europe	1
osterreich,europe	wien,wien,osterreich,europe	2
europe,	wien,wien,osterreich,europe	1
austria	wien,wien,osterreich,europe	6
conton	virginia	2
,	conton	1
conton	pennsylvania	1
conton	wisconsin	1
conton	france	1
conton	europe,	2
conton	tennessee	1
conton	missouri	1
asia	yankees	2
austria	pyrenees	1
pyrenees	rossiya	6
austria	zaragoza,zaragoza,aragon,espana,europe	1
rossiya	zaragoza,zaragoza,aragon,espana,europe	1
bruxelles,bruxelles,belgie,europe	turkiye	2
massachusetts	wales	2
iowa	laus	1
france	toscana	41
belgie	toscana	10
espana	toscana	7
polska	toscana	3
bordeaux,gironde,aquitaine,france,europe	genova,genova,liguria,italia,europe	1
africa,	share,kwara,nigeria,africa	2
share,kwara,nigeria,africa	share,kwara,nigeria,africa	1
missouri	share,kwara,nigeria,africa	6
,	share,kwara,nigeria,africa	6
europe,	share,kwara,nigeria,africa	2
eire	monaghan,ulster,eire,europe	2
massachusetts	unionist	2
michigan	unionist	2
maine	unionist	1
cardia	europe,	3
cardia	france	5
cardia	rossiya	2
cardia	italia	2
cardia	prussia	1
cardia	zhonghua	1
cardia	illinois	1
indiana	osterreich,europe	1
alabama	osterreich,europe	1
louisiana	osterreich,europe	4
leipzig,leipzig,sachsen,deutschland,europe	osterreich,europe	1
michigan	osterreich,europe	2
indiana	leipzig,leipzig,sachsen,deutschland,europe	1
alabama	leipzig,leipzig,sachsen,deutschland,europe	1
leipzig,leipzig,sachsen,deutschland,europe	louisiana	2
kentucky	leipzig,leipzig,sachsen,deutschland,europe	3
leipzig,leipzig,sachsen,deutschland,europe	tennessee	3
leipzig,leipzig,sachsen,deutschland,europe	michigan	1
illinois	leipzig,leipzig,sachsen,deutschland,europe	1
leipzig,leipzig,sachsen,deutschland,europe	missouri	1
bharat	kansas	4
michigan	rossiya	4
belgie	massachusetts	7
belgie	california	2
belgie	kansas	1
belgie	eire	16
california	canada	4
connecticut	europe	1
europe	illinois	2
europe	michigan	2
,	zaragoza,zaragoza,aragon,espana,europe	5
europe,	hardeesville	1
hardeesville	maryland	1
alps	canada	1
alps	iowa	2
alps	illinois	3
alps	oklahoma	1
alps	hardeesville	1
alps	vermont	1
alps	texan	1
alps	indiana	2
hardeesville	kentucky	3
canada	kansas	2
canada	iowa	2
canada	oklahoma	1
canada	hardeesville	1
canada	vermont	4
canada	texan	1
canada	indiana	5
hardeesville	missouri	2
hardeesville	kansas	1
hardeesville	iowa	2
iowa	texan	2
hardeesville	illinois	2
hardeesville	oklahoma	1
hardeesville	vermont	1
hardeesville	texan	1
hardeesville	indiana	1
texan	vermont	1
belgie	palermo,palermo,sicilia,italia,europe	1
germany	palermo,palermo,sicilia,italia,europe	1
illinois	palermo,palermo,sicilia,italia,europe	1
court,bern,schweiz,europe	italia	1
colorado	scotland	1
belgie	kildare,kildare,leinster,eire,europe	1
europe,	kildare,kildare,leinster,eire,europe	2
connecticut	switzerland	2
kildare,kildare,leinster,eire,europe	switzerland	1
austria	kildare,kildare,leinster,eire,europe	1
france	kildare,kildare,leinster,eire,europe	2
connecticut	portugal	4
kildare,kildare,leinster,eire,europe	portugal	1
espana	kildare,kildare,leinster,eire,europe	1
